# rustls in-memory benchmark
benchmark,suite,size,iterations,bytes,elapsed_ns,mib_per_sec
rustls_app_ping_pong,TLS_CHACHA20_POLY1305_SHA256,8192,2048,33554432,33066552,967.75
rustls_app_ping_pong,TLS_CHACHA20_POLY1305_SHA256,8192,2048,33554432,33102132,966.71
rustls_app_ping_pong,TLS_CHACHA20_POLY1305_SHA256,8192,2048,33554432,33071212,967.61
rustls_app_ping_pong,TLS_CHACHA20_POLY1305_SHA256,8192,2048,33554432,32986757,970.09
rustls_app_ping_pong,TLS_CHACHA20_POLY1305_SHA256,8192,2048,33554432,33127259,965.97
rustls_app_client_to_server,TLS_CHACHA20_POLY1305_SHA256,16384,1024,16777216,16082629,994.86
rustls_app_client_to_server,TLS_CHACHA20_POLY1305_SHA256,16384,1024,16777216,16101855,993.67
rustls_app_client_to_server,TLS_CHACHA20_POLY1305_SHA256,16384,1024,16777216,16000979,999.94
rustls_app_client_to_server,TLS_CHACHA20_POLY1305_SHA256,16384,1024,16777216,16009250,999.42
rustls_app_client_to_server,TLS_CHACHA20_POLY1305_SHA256,16384,1024,16777216,16011749,999.27
rustls_app_server_to_client,TLS_CHACHA20_POLY1305_SHA256,16384,1024,16777216,16076180,995.26
rustls_app_server_to_client,TLS_CHACHA20_POLY1305_SHA256,16384,1024,16777216,16125409,992.22
rustls_app_server_to_client,TLS_CHACHA20_POLY1305_SHA256,16384,1024,16777216,16117609,992.70
rustls_app_server_to_client,TLS_CHACHA20_POLY1305_SHA256,16384,1024,16777216,16081281,994.95
rustls_app_server_to_client,TLS_CHACHA20_POLY1305_SHA256,16384,1024,16777216,16377198,976.97
rustls_app_ping_pong,TLS_CHACHA20_POLY1305_SHA256,16384,1024,33554432,32327959,989.86
rustls_app_ping_pong,TLS_CHACHA20_POLY1305_SHA256,16384,1024,33554432,32032909,998.97
rustls_app_ping_pong,TLS_CHACHA20_POLY1305_SHA256,16384,1024,33554432,32250793,992.22
rustls_app_ping_pong,TLS_CHACHA20_POLY1305_SHA256,16384,1024,33554432,32336149,989.60
rustls_app_ping_pong,TLS_CHACHA20_POLY1305_SHA256,16384,1024,33554432,32275978,991.45
